gene,Species,labs,chrMark,chr,dN,dS,dNdS,RPKM,Tau,GC3
ENSG00000177731,Mouse,Mouse-A,A,11,10.3165,81.4019,0.126735371,231.8588235294,0.6279459844,0.710796
ENSG00000177302,Mouse,Mouse-A,A,11,29.4604,74.2424,0.3968136806,37.4411764706,0.7458143075,0.582834
ENSG00000073111,Mouse,Mouse-A,A,6,8.59459,69.6273,0.1234370714,30.3758823529,0.3364351852,0.713812
ENSG00000163870,Mouse,Mouse-A,A,6,3.78093,21.6478,0.1746565471,154.5705882353,0.5231545338,0.70137
ENSG00000091136,Mouse,Mouse-A,A,12,20.3023,162.38,0.1250295603,153.8882352941,0.7509778912,0.575435
ENSG00000105643,Mouse,Mouse-A,A,8,18.1529,37.0217,0.4903313462,71.2,0.3184081346,0.740196
ENSG00000106341,Mouse,Mouse-A,A,6,12.6882,14.5252,0.8735301407,115.8611764706,0.9948004147,0.480769
ENSG00000104980,Mouse,Mouse-A,A,8,10.0334,22.3601,0.4487189234,336.9411764706,0.5157303371,0.648889
ENSG00000105856,Mouse,Mouse-A,A,12,3.7275,19.7105,0.189112402,239.4235294118,0.5007914262,0.406452
ENSG00000005249,Mouse,Mouse-A,A,12,1.12968,26.7377,0.0422504553,68.4364705882,0.8549654179,0.571084
ENSG00000111276,Mouse,Mouse-A,A,6,2.13336,4.84821,0.4400304442,144.7111764706,0.5911961023,0.695431
ENSG00000072958,Mouse,Mouse-A,A,8,1.0007,39.6952,0.0252095971,367.0588235294,0.8005333333,0.721698
ENSG00000163435,Mouse,Mouse-A,A,1,11.146,36.6439,0.3041706805,20.2317647059,0.9488049451,0.704301
ENSG00000118046,Mouse,Mouse-A,A,10,4.95181,20.12,0.2461138171,754.7647058824,0.4490133333,0.771363
ENSG00000204634,Mouse,Mouse-A,A,1,16.1178,55.7054,0.2893399922,62.2470588235,0.5920708447,0.66704
ENSG00000158435,Mouse,Mouse-A,A,1,1.94612,25.6048,0.0760060614,134.3588235294,0.3225163162,0.646707
ENSG00000075142,Mouse,Mouse-A,A,5,1.36765,48.0906,0.0284390297,467.6823529412,0.6389173989,0.538043
ENSG00000070413,Mouse,Mouse-A,A,16,3.3695,21.2872,0.1582876095,486.1176470588,0.5146546884,0.619308
ENSG00000135960,Mouse,Mouse-A,A,10,1.15119,38.7397,0.0297160277,2.6105882353,0.7192578675,0.657016
ENSG00000198873,Mouse,Mouse-A,A,19,2.02964,32.7046,0.0620597714,57.4058823529,0.7724735729,0.605753
ENSG00000145191,Mouse,Mouse-A,A,16,22.3401,44.478,0.5022730339,223.2941176471,0.4154137116,0.60585
ENSG00000090863,Mouse,Mouse-A,A,8,10.1661,82.1366,0.1237706455,348.1705882353,0.4156649283,0.600851
ENSG00000117036,Mouse,Mouse-A,A,3,66.8912,138.773,0.4820188365,51.2554705882,0.2851526289,0.668627
ENSG00000151746,Mouse,Mouse-A,A,6,27.0986,63.8194,0.4246138322,29.4735294118,0.6618081181,0.520335
ENSG00000162736,Mouse,Mouse-A,A,1,13.4142,45.7216,0.2933886828,231.1764705882,0.0747474747,0.597458
ENSG00000137171,Mouse,Mouse-A,A,17,12.9273,60.7366,0.2128420096,223.7294117647,0.6034973505,0.717073
ENSG00000169857,Mouse,Mouse-A,A,2,16.8078,15.4247,1.0896678704,224.4,0.9160586644,0.454887
ENSG00000005469,Mouse,Mouse-A,A,5,16.9963,43.4671,0.3910152736,625.6235294118,0.853140026,0.398042
ENSG00000117676,Mouse,Mouse-A,A,4,28.7402,199.501,0.1440604308,131.6823529412,0.6746325879,0.728261
ENSG00000144021,Mouse,Mouse-A,A,2,2.02556,21.2632,0.0952612965,372.3529411765,0.2683948864,0.602941
ENSG00000025800,Mouse,Mouse-A,A,4,1.56263,52.8438,0.0295707349,298.0588235294,0.8446153846,0.546816
ENSG00000102908,Mouse,Mouse-A,A,8,23.2466,78.3772,0.2965990109,90.3352941176,0.5445679012,0.443299
ENSG00000168685,Mouse,Mouse-A,A,15,62.3445,49.7765,1.2524886241,1.7959411765,0.6159295352,0.419565
ENSG00000198822,Mouse,Mouse-A,A,5,5.86421,63.1072,0.0929245791,49.8910588235,0.9009568421,0.580682
ENSG00000198797,Mouse,Mouse-A,A,1,5.96391,50.3025,0.1185609065,55.8474705882,0.9507645669,0.679438
ENSG00000168610,Mouse,Mouse-A,A,11,8.17982,64.6467,0.12653113,231.6352941176,0.5996701649,0.697095
ENSG00000103415,Mouse,Mouse-A,A,16,6.0265,15.7682,0.3821932751,1281.7058823529,0.8732438078,0.601266
ENSG00000091436,Mouse,Mouse-A,A,2,6.99896,45.8362,0.1526950314,116,0.9553009828,0.589263
ENSG00000136859,Mouse,Mouse-A,A,2,1.02075,31.5856,0.0323169419,142.0805882353,0.8378951673,0.706478
ENSG00000198216,Mouse,Mouse-A,A,1,4.47909,114.394,0.0391549382,46.1691176471,0.8389365079,0.645403
ENSG00000148408,Mouse,Mouse-A,A,2,20.435,149.002,0.1371458101,48.7937647059,0.86670499,0.65805
ENSG00000116874,Mouse,Mouse-A,A,3,8.65102,20.3026,0.4261040458,28.6647058824,0.3698765432,0.617729
ENSG00000111679,Mouse,Mouse-A,A,6,3.50009,52.8167,0.0662686234,87.2941176471,0.7133550489,0.695286
ENSG00000111684,Mouse,Mouse-A,A,6,12.8114,28.7769,0.4451973632,466.9529411765,0.6629214815,0.680328
ENSG00000113302,Mouse,Mouse-A,A,11,18.8914,33.2706,0.5678106196,0.3581176471,0.8196363636,0.636923
ENSG00000109572,Mouse,Mouse-A,A,8,18.576,86.1188,0.2157020302,266.7058823529,0.4097128378,0.425756
ENSG00000120800,Mouse,Mouse-A,A,10,72.8659,242.076,0.3010042301,33.0647058824,0.3676124567,0.530744
ENSG00000036257,Mouse,Mouse-A,A,1,1.00124,11.6151,0.0862015824,517.7647058824,0.7327872582,0.35743
ENSG00000113838,Mouse,Mouse-A,A,16,34.4172,44.7529,0.7690496035,67.0235294118,0.5932506203,0.54792
ENSG00000032444,Mouse,Mouse-A,A,8,7.69356,119.169,0.0645600785,130.0117647059,0.4731928687,0.628959
ENSG00000104880,Mouse,Mouse-A,A,8,42.2286,109.923,0.3841652793,90.4647058824,0.4516864608,0.679208
ENSG00000127990,Mouse,Mouse-A,A,6,19.0175,111.327,0.1708255859,103.4941176471,0.4188552916,0.508475
ENSG00000106069,Mouse,Mouse-A,A,6,1.04144,24.341,0.0427854238,927.8352941176,0.8375396156,0.618736
ENSG00000106128,Mouse,Mouse-A,A,6,15.9242,28.0184,0.5683479428,0.2264705882,1,0.700483
ENSG00000179361,Mouse,Mouse-A,A,9,16.3024,27.8948,0.5844243372,40.4464705882,0.9186291959,0.602541
ENSG00000099331,Mouse,Mouse-A,A,8,51.1304,171.803,0.2976106354,102.6470588235,0.3218644068,0.698364
ENSG00000112210,Mouse,Mouse-A,A,1,4.21339,32.4061,0.1300184225,55.1235294118,0.6355378486,0.518987
ENSG00000119689,Mouse,Mouse-A,A,12,7.94648,20.5183,0.3872874458,1126.5294117647,0.7186083744,0.503297
ENSG00000156711,Mouse,Mouse-A,A,17,5.01391,28.7717,0.1742653371,11.2001764706,0.897139338,0.753425
ENSG00000135903,Mouse,Mouse-A,A,1,5.15916,29.1382,0.1770582946,4.4135294118,0.8710665881,0.64375
ENSG00000143815,Mouse,Mouse-A,A,1,38.8904,83.1113,0.4679315568,76.7117647059,0.2567658999,0.598055
ENSG00000132692,Mouse,Mouse-A,A,3,20.7138,63.5984,0.3256968729,243.1511764706,0.8154295676,0.642045
ENSG00000011132,Mouse,Mouse-A,A,10,13.1263,37.1765,0.3530805751,349.0764705882,0.5729327902,0.726465
ENSG00000007264,Mouse,Mouse-A,A,10,3.41006,23.2356,0.1467601439,240.4829411765,0.9466554596,0.705394
ENSG00000105229,Mouse,Mouse-A,A,10,3.13374,22.6439,0.1383922381,216.2294117647,0.8771284196,0.749503
ENSG00000169032,Mouse,Mouse-A,A,9,1.0118,27.4568,0.0368506162,471.2294117647,0.7477893258,0.667513
ENSG00000091073,Mouse,Mouse-A,A,5,9.14758,30.6189,0.2987559971,65.2235294118,0.790317092,0.700647
ENSG00000142875,Mouse,Mouse-A,A,3,18.7537,63.6326,0.2947184305,507.3823529412,0.691686217,0.612536
ENSG00000160999,Mouse,Mouse-A,A,5,10.3948,66.1028,0.1572520377,13.2247058824,0.6942182227,0.704797
ENSG00000026508,Mouse,Mouse-A,A,2,48.1234,50.6265,0.9505575143,96.1052941176,0.6912975564,0.493894
ENSG00000110436,Mouse,Mouse-A,A,2,2.95692,37.7154,0.0784008654,809.0258823529,0.7498801948,0.652705
ENSG00000071127,Mouse,Mouse-A,A,5,9.2367,31.1651,0.2963796041,603.7647058824,0.2085870059,0.609349
ENSG00000109667,Mouse,Mouse-A,A,5,15.0617,40.5556,0.3713839766,79.7735294118,0.9608741197,0.689723
ENSG00000104415,Mouse,Mouse-A,A,15,4.26367,21.093,0.2021367278,5.2492,0.6732767442,0.662088
ENSG00000152253,Mouse,Mouse-A,A,2,23.8455,23.9913,0.993922797,39.5221176471,0.7714338696,0.449339
ENSG00000183421,Mouse,Mouse-A,A,16,7.73297,53.1942,0.1453724278,25.4366470588,0.8340248859,0.647712
ENSG00000113494,Mouse,Mouse-A,A,15,40.4196,43.1958,0.9357298626,234.8882352941,0.9148424973,0.47619
ENSG00000160867,Mouse,Mouse-A,A,13,13.5842,57.507,0.2362181995,92.6182352941,0.8788345035,0.689833
ENSG00000079215,Mouse,Mouse-A,A,15,3.0317,42.089,0.0720306969,494.1852941176,0.8733073786,0.672794
ENSG00000113851,Mouse,Mouse-A,A,6,3.44623,38.5323,0.089437433,248,0.4704402516,0.414188
ENSG00000091181,Mouse,Mouse-A,A,6,32.8989,23.1456,1.4213889465,0.4742941176,0.9804077762,0.426506
ENSG00000116062,Mouse,Mouse-A,A,17,54.2067,138.916,0.3902120706,61.0529411765,0.5841798942,0.486631
ENSG00000071462,Mouse,Mouse-A,A,5,2.17473,11.7673,0.1848112991,105.6529411765,0.4345469094,0.709677
ENSG00000116962,Mouse,Mouse-A,A,13,27.5199,65.9971,0.416986504,116.2294117647,0.8172222222,0.615942
ENSG00000100297,Mouse,Mouse-A,A,8,3.13984,54.6778,0.0574244026,26.38,0.7593829477,0.662585
ENSG00000213619,Mouse,Mouse-A,A,2,6.44518,18.6388,0.3457937206,1537.4117647059,0.7203127793,0.585551
ENSG00000140443,Mouse,Mouse-A,A,7,1.128,101.991,0.0110597994,122.3170588235,0.8342800346,0.702844
ENSG00000072952,Mouse,Mouse-A,A,7,23.1242,51.8419,0.4460523245,14.3082352941,0.7796091759,0.626794
ENSG00000157404,Mouse,Mouse-A,A,5,55.9565,99.8289,0.5605240567,83.1164705882,0.8303599493,0.595812
ENSG00000102974,Mouse,Mouse-A,A,8,1.47373,34.3803,0.0428655364,179.5470588235,0.2677662722,0.48834
ENSG00000102981,Mouse,Mouse-A,A,8,6.4159,15.6773,0.4092477659,133.9411764706,0.6619506967,0.622356
ENSG00000159723,Mouse,Mouse-A,A,8,2.75186,10.5724,0.2602871628,5.6970588235,0.6620437956,0.636364
ENSG00000100362,Mouse,Mouse-A,A,15,3.95308,3.99872,0.9885863476,1078.1117647059,0.9616657997,0.648649
ENSG00000159377,Mouse,Mouse-A,A,3,2.69284,18.9359,0.1422081866,1412.4705882353,0.4831276901,0.615094
ENSG00000141448,Mouse,Mouse-A,A,18,10.4356,23.3075,0.4477357074,86.2741176471,0.9363801221,0.710884
ENSG00000134982,Mouse,Mouse-A,A,18,95.0123,255.545,0.3718026179,112.2176470588,0.6294860499,0.409427
ENSG00000054796,Mouse,Mouse-A,A,2,18.7899,22.2352,0.8450519896,41.7115882353,0.9984599144,0.602015
ENSG00000120798,Mouse,Mouse-A,A,10,13.2285,53.9572,0.2451665394,60.5941176471,0.6480094229,0.541455
ENSG00000112078,Mouse,Mouse-A,A,17,5.12537,37.1999,0.1377791338,213.8117647059,0.1948370274,0.561605
ENSG00000083454,Mouse,Mouse-A,A,11,5.00905,17.1217,0.2925556458,32.9658823529,0.8851501669,0.673591
ENSG00000143367,Mouse,Mouse-A,A,3,9.72859,14.3994,0.6756246788,59.6741176471,0.7180390953,0.662404
ENSG00000107165,Mouse,Mouse-A,A,4,19.6921,34.0678,0.5780267584,0.3974705882,0.8386631016,0.473978
ENSG00000157181,Mouse,Mouse-A,A,1,12.1259,18.7633,0.6462562556,104.6882352941,0.3470892019,0.345982
ENSG00000132376,Mouse,Mouse-A,A,11,16.9864,20.758,0.8183061952,170.4176470588,0.7723239875,0.664444
ENSG00000113282,Mouse,Mouse-A,A,11,34.0135,82.0361,0.4146162482,412.2352941176,0.5108685555,0.550691
ENSG00000116809,Mouse,Mouse-A,A,4,8.55896,88.3753,0.0968478749,126.3823529412,0.2940828402,0.717172
ENSG00000162458,Mouse,Mouse-A,A,4,14.9205,34.4014,0.4337178138,246.39,0.989302559,0.664894
ENSG00000127527,Mouse,Mouse-A,A,8,8.82202,48.7538,0.180950408,157,0.3850968703,0.595545
ENSG00000163466,Mouse,Mouse-A,A,1,1.00318,10.2994,0.0974017904,968.1176470588,0.226908078,0.518272
ENSG00000099994,Mouse,Mouse-A,A,10,40.8796,79.324,0.515349705,234.6194117647,0.9720261661,0.66133
ENSG00000129993,Mouse,Mouse-A,A,8,1.49961,54.6758,0.0274273079,121.8541176471,0.5905638767,0.711604
ENSG00000077942,Mouse,Mouse-A,A,15,104.966,143.548,0.7312257921,207.4235294118,0.9450250179,0.683333
ENSG00000120156,Mouse,Mouse-A,A,4,15.2394,77.6269,0.1963159678,62.6264705882,0.7707915832,0.523598
ENSG00000117400,Mouse,Mouse-A,A,4,19.7624,21.0311,0.9396750527,0.6329411765,0.8600315956,0.669246
ENSG00000066322,Mouse,Mouse-A,A,4,4.12557,13.0124,0.3170491224,238.7329411765,0.6587703508,0.682143
ENSG00000159479,Mouse,Mouse-A,A,4,3.0986,21.7606,0.1423949707,182.4647058824,0.4227346466,0.524345
ENSG00000178922,Mouse,Mouse-A,A,4,14.1082,40.5738,0.3477169996,303.6058823529,0.8556929212,0.739496
ENSG00000124226,Mouse,Mouse-A,A,2,2.32592,8.74442,0.2659890536,541.3529411765,0.3794392523,0.659389
ENSG00000107954,Mouse,Mouse-A,A,19,6.05384,27.6118,0.2192482924,173.6711764706,0.6951691819,0.84
ENSG00000142627,Mouse,Mouse-A,A,4,12.5449,67.7668,0.1851186717,44.9817647059,0.8137727386,0.737436
ENSG00000165802,Mouse,Mouse-A,A,2,5.39519,33.2035,0.1624885931,645.6882352941,0.8285266667,0.727463
ENSG00000167508,Mouse,Mouse-A,A,8,11.6603,45.116,0.2584515471,218.8764705882,0.6378293413,0.716418
ENSG00000213533,Mouse,Mouse-A,A,14,1.09201,6.25626,0.174546774,81.4294117647,0.3625663717,0.681661
ENSG00000163501,Mouse,Mouse-A,A,1,4.45073,17.1314,0.2597995494,23.3793529412,0.9279667458,0.703883
ENSG00000167513,Mouse,Mouse-A,A,8,19.1809,50.9771,0.3762650288,16.0552941176,0.4522736156,0.708087
ENSG00000079102,Mouse,Mouse-A,A,4,2.0139,24.5763,0.0819448005,34.1235294118,0.6655913978,0.556326
ENSG00000178467,Mouse,Mouse-A,A,9,4.21064,33.3377,0.1263026544,187.4223529412,0.7394234621,0.710638
ENSG00000172046,Mouse,Mouse-A,A,9,77.666,292.884,0.265176657,424.7058823529,0.23866171,0.615899
ENSG00000112312,Mouse,Mouse-A,A,13,10.9449,19.6712,0.5563920859,140.9576470588,0.7134456522,0.444444
ENSG00000170759,Mouse,Mouse-A,A,18,4.9543,71.1919,0.0695907821,366.6411764706,0.4134682441,0.430498
ENSG00000108244,Mouse,Mouse-A,A,11,15.5094,37.6762,0.4116497948,5.0587647059,0.8231776447,0.654028
ENSG00000204815,Mouse,Mouse-A,A,11,29.5013,42.1844,0.6993414627,122.1076470588,0.9952208916,0.680891
ENSG00000112096,Mouse,Mouse-A,A,17,5.36308,12.7589,0.4203403115,3557.7058823529,0.7392934176,0.623256
ENSG00000113119,Mouse,Mouse-A,A,18,14.0702,37.9783,0.3704799846,51.6352941176,0.4244101244,0.643498
ENSG00000175356,Mouse,Mouse-A,A,7,26.4957,59.0957,0.4483524182,49.5264705882,0.8615343633,0.549738
ENSG00000175984,Mouse,Mouse-A,A,3,44.6404,78.9389,0.5655057266,2.5285882353,0.6089539494,0.52459
ENSG00000075413,Mouse,Mouse-A,A,12,4.54082,44.1696,0.1028041911,224.5294117647,0.2978603604,0.492537
ENSG00000003056,Mouse,Mouse-A,A,6,13.5242,67.4015,0.2006513208,535.3529411765,0.5633093525,0.553957
ENSG00000136802,Mouse,Mouse-A,A,2,1.00636,68.4012,0.0147126074,197.0941176471,0.4499448124,0.845869
ENSG00000141994,Mouse,Mouse-A,A,17,62.8763,257.545,0.2441371411,275.9882352941,0.6120410628,0.723127
ENSG00000115484,Mouse,Mouse-A,A,11,3.00146,30.2925,0.0990826112,631.3529411765,0.7099408284,0.406308
ENSG00000108175,Mouse,Mouse-A,A,14,5.0132,54.8489,0.0914001922,268.8882352941,0.6094592875,0.690722
ENSG00000177733,Mouse,Mouse-A,A,13,2.26518,8.89504,0.2546565277,953.2941176471,0.2292329149,0.942761
ENSG00000119650,Mouse,Mouse-A,A,12,11.3312,24.9012,0.4550463431,296.2411764706,0.8985501166,0.637306
ENSG00000115641,Mouse,Mouse-A,A,1,1.22317,31.6421,0.0386564103,2297.3861176471,0.9919733298,0.682143
ENSG00000139182,Mouse,Mouse-A,A,6,3.23118,56.3492,0.0573420741,511.4992352941,0.8275240598,0.671908
ENSG00000109920,Mouse,Mouse-A,A,2,37.6267,84.6971,0.4442501573,140.5235294118,0.3769305331,0.422772
ENSG00000122557,Mouse,Mouse-A,A,9,8.24511,14.6483,0.5628714595,268.9411764706,0.7593456033,0.44802
ENSG00000147862,Mouse,Mouse-A,A,4,1.02107,27.1689,0.0375823092,177.14,0.6590743062,0.480702
ENSG00000078328,Mouse,Mouse-A,A,16,17.3268,29.2549,0.5922700129,335.9441176471,0.7816689857,0.531486
ENSG00000198162,Mouse,Mouse-A,A,3,10.8665,31.586,0.3440290002,144.9823529412,0.4721126761,0.475078
ENSG00000166509,Mouse,Mouse-A,A,8,6.88136,15.8588,0.4339142936,5.8152941176,0.9421573359,0.612245
ENSG00000162383,Mouse,Mouse-A,A,4,7.13558,59.3939,0.120139947,6.1055294118,0.9725432787,0.730357
ENSG00000154727,Mouse,Mouse-A,A,16,11.1135,56.6414,0.196208074,195.3117647059,0.4377924945,0.43956
ENSG00000136940,Mouse,Mouse-A,A,2,16.1988,54.2972,0.2983358258,132.5588235294,0.4352579035,0.562914
ENSG00000198792,Mouse,Mouse-A,A,15,1.03278,37.5304,0.0275184917,209.5941176471,0.4209002169,0.798526
ENSG00000100280,Mouse,Mouse-A,A,11,16.6478,89.4913,0.1860270216,374.5294117647,0.372681388,0.666303
ENSG00000099958,Mouse,Mouse-A,A,10,5.03617,15.9359,0.316026707,25.5698823529,0.9407805094,0.821101
ENSG00000099968,Mouse,Mouse-A,A,6,30.0129,52.7543,0.5689185526,191.5470588235,0.6431941032,0.582367
ENSG00000142185,Mouse,Mouse-A,A,10,32.0873,146.014,0.219754955,33.0381764706,0.7012403718,0.731952
ENSG00000157152,Mouse,Mouse-A,A,6,2.07923,28.3119,0.0734401435,371.5605882353,0.8714350649,0.641921
ENSG00000134369,Mouse,Mouse-A,A,1,17.4187,164.705,0.1057569594,52.8358823529,0.6111990877,0.681525
ENSG00000053918,Mouse,Mouse-A,A,7,9.29336,43.3349,0.2144544005,83.2887647059,0.8738982818,0.700311
ENSG00000160404,Mouse,Mouse-A,A,2,12.1288,19.7615,0.613759077,99.0176470588,0.6063760684,0.767081
ENSG00000136877,Mouse,Mouse-A,A,2,82.7604,185.314,0.4465955082,193.2529411765,0.813984109,0.713799
ENSG00000186260,Mouse,Mouse-A,A,16,28.229,62.9961,0.448107105,124.2,0.8094802867,0.573557
ENSG00000123453,Mouse,Mouse-A,A,2,15.7181,54.2355,0.2898120235,1233.4,0.9471385542,0.67247
ENSG00000178028,Mouse,Mouse-A,A,4,6.12493,120.074,0.0510096274,129.0705882353,0.6762083333,0.626866
ENSG00000138308,Mouse,Mouse-A,A,10,16.4781,38.086,0.4326550438,55.6470588235,1,0.707692
ENSG00000156026,Mouse,Mouse-A,A,10,13.9551,98.2236,0.1420748171,149.7529411765,0.3688288288,0.649573
ENSG00000138315,Mouse,Mouse-A,A,10,41.584,176.736,0.2352887923,90.7582352941,0.9907431254,0.702011
ENSG00000163545,Mouse,Mouse-A,A,1,13.6718,35.4259,0.3859266808,115.6888235294,0.9248431237,0.684887
ENSG00000004838,Mouse,Mouse-A,A,9,10.9957,30.1964,0.3641394338,280.4059411765,0.9911438926,0.689342
ENSG00000068001,Mouse,Mouse-A,A,9,20.141,49.2731,0.4087625905,147.0705882353,0.6779132231,0.679325
ENSG00000114383,Mouse,Mouse-A,A,9,6.91241,26.3786,0.2620461283,512.0588235294,0.333110687,0.666667
ENSG00000114388,Mouse,Mouse-A,A,9,1.0109,37.0617,0.0272761368,175.5294117647,0.1055555556,0.708661
ENSG00000173947,Mouse,Mouse-A,A,3,12.3098,11.1364,1.1053661866,85.4476470588,0.997129864,0.440415
ENSG00000204991,Mouse,Mouse-A,A,8,17.352,41.4685,0.4184380916,63.7208235294,0.7450702509,0.713608
ENSG00000117707,Mouse,Mouse-A,A,1,1.37533,28.2213,0.0487337578,114.3117647059,0.71001221,0.617886
ENSG00000007202,Mouse,Mouse-A,A,11,20.5431,112.672,0.1823265763,607.7647058824,0.359141011,0.558192
ENSG00000187456,Mouse,Mouse-A,A,11,13.1796,32.2639,0.4084937035,36.0670588235,0.7172451362,0.651246
ENSG00000108587,Mouse,Mouse-A,A,11,3.0213,23.0539,0.131053748,189.2352941176,0.3345747983,0.521912
ENSG00000112319,Mouse,Mouse-A,A,10,6.33041,36.1558,0.1750869847,43.4081176471,0.9923709647,0.470779
ENSG00000143801,Mouse,Mouse-A,A,1,3.15061,43.4038,0.0725883448,231.4705882353,0.869057548,0.768374
ENSG00000105989,Mouse,Mouse-A,A,6,1.05047,19.7548,0.0531754308,14.8212352941,0.6704942748,0.65097
ENSG00000103043,Mouse,Mouse-A,A,8,6.98294,42.7233,0.1634457076,75.5882352941,0.1828725038,0.709719
ENSG00000154143,Mouse,Mouse-A,A,9,19.018,25.409,0.7484749498,0.2337647059,1,0.631043
ENSG00000185100,Mouse,Mouse-A,A,12,3.07095,91.4056,0.0335969569,327.1094117647,0.8924301491,0.709924
ENSG00000156206,Mouse,Mouse-A,A,7,34.4381,44.6733,0.7708877562,177.9047058824,0.9972838507,0.603113
ENSG00000113272,Mouse,Mouse-A,A,11,11.9212,27.3351,0.4361132756,57.0352941176,0.794015748,0.638796
ENSG00000135074,Mouse,Mouse-A,A,11,20.6983,64.3291,0.3217564057,40.2764705882,0.8400651551,0.637569
ENSG00000067208,Mouse,Mouse-A,A,5,5.47215,28.7611,0.1902621944,110.0705882353,0.6149392097,0.416667
ENSG00000117682,Mouse,Mouse-A,A,4,9.26308,36.7415,0.2521149109,185.4470588235,0.2430338733,0.661677
ENSG00000158062,Mouse,Mouse-A,A,4,27.1759,47.2915,0.5746466067,155.5582352941,0.987631405,0.672176
ENSG00000137221,Mouse,Mouse-A,A,17,17.5142,74.0553,0.2365016413,160.7823529412,0.4723267327,0.677778
ENSG00000135373,Mouse,Mouse-A,A,2,1.04843,10.0399,0.1044263389,15.4025117647,0.9889680611,0.604651
ENSG00000138160,Mouse,Mouse-A,A,19,56.3032,74.0203,0.7606453905,5.1593529412,0.9688532583,0.39924
ENSG00000064419,Mouse,Mouse-A,A,6,1.24518,70.5323,0.0176540394,174.6470588235,0.152020202,0.487514
ENSG00000107736,Mouse,Mouse-A,A,10,31.5658,218.291,0.144604221,18.0147058824,0.8937010955,0.718545
ENSG00000166025,Mouse,Mouse-A,A,9,23.8628,60.199,0.3963986113,121.9705882353,0.7779777207,0.665969
ENSG00000141098,Mouse,Mouse-A,A,8,2.4209,45.0202,0.0537736394,58.6411764706,0.4829182743,0.73057
ENSG00000124074,Mouse,Mouse-A,A,8,10.3061,29.2619,0.3522020101,94.3382352941,0.9508816837,0.668588
ENSG00000133065,Mouse,Mouse-A,A,1,1.59544,25.3578,0.06291713,137.8882352941,0.5777290323,0.71345
ENSG00000159217,Mouse,Mouse-A,A,11,3.01065,70.8547,0.042490477,9.1506235294,0.9800339,0.66436
ENSG00000188986,Mouse,Mouse-A,A,2,7.06028,48.0567,0.1469156226,244.8235294118,0.2501108647,0.676471
ENSG00000127419,Mouse,Mouse-A,A,5,11.9343,27.1474,0.4396111598,152.3705882353,0.7470096943,0.618952
ENSG00000064787,Mouse,Mouse-A,A,2,71.8393,61.8368,1.1617564298,222.5574117647,0.8085418778,0.60804
ENSG00000128918,Mouse,Mouse-A,A,9,1.01469,35.0323,0.0289644128,99.5364705882,0.9413197163,0.554435
ENSG00000196092,Mouse,Mouse-A,A,4,1.56149,17.6377,0.0885313845,7.6991176471,0.950405311,0.635204
ENSG00000111199,Mouse,Mouse-A,A,5,3.72061,60.5956,0.0614006628,138.6211764706,0.9627963801,0.822378
ENSG00000168259,Mouse,Mouse-A,A,11,2.42051,18.998,0.1274086746,602.2352941176,0.5395679281,0.519192
ENSG00000187595,Mouse,Mouse-A,A,11,19.3209,37.6116,0.513695243,18.0729411765,0.9375601926,0.680723
ENSG00000108474,Mouse,Mouse-A,A,11,9.32744,13.5941,0.6861388396,37.8352941176,0.2899667774,0.673307
ENSG00000085511,Mouse,Mouse-A,A,17,27.4964,155.434,0.1769008068,157.7235294118,0.3659304085,0.636305
ENSG00000136573,Mouse,Mouse-A,A,14,10.6753,44.683,0.2389118904,4.7918235294,0.9626219686,0.708835
ENSG00000206560,Mouse,Mouse-A,A,14,6.29767,55.7406,0.1129817404,123.8117647059,0.319884058,0.388046
ENSG00000078795,Mouse,Mouse-A,A,18,33.9703,64.0007,0.5307801321,20.6797058824,0.9016279453,0.561093
ENSG00000131381,Mouse,Mouse-A,A,6,21.6708,43.5,0.4981793103,71.8705882353,0.361038526,0.573813
ENSG00000131368,Mouse,Mouse-A,A,6,1.98384,7.40595,0.2678711036,200.1176470588,0.3769953052,0.738372
ENSG00000143093,Mouse,Mouse-A,A,3,2.02589,46.9199,0.0431776283,118.5117647059,0.4746341463,0.690931
ENSG00000130294,Mouse,Mouse-A,A,1,1.6397,64.29,0.0255047441,608.8896470588,0.8039971917,0.697923
ENSG00000072609,Mouse,Mouse-A,A,5,21.6458,33.4906,0.6463246403,112.6294117647,0.611261077,0.531627
ENSG00000112584,Mouse,Mouse-A,A,17,25.1074,56.487,0.444481031,172.6882352941,0.362808399,0.576874
ENSG00000198719,Mouse,Mouse-A,A,17,17.2242,41.3992,0.4160515179,30.65,0.519424693,0.677037
ENSG00000135723,Mouse,Mouse-A,A,8,32.2288,112.943,0.2853545594,70.6764705882,0.5026246719,0.643103
ENSG00000135740,Mouse,Mouse-A,A,8,9.68757,64.0218,0.151316739,47.1216352941,0.6462880073,0.722284
ENSG00000102890,Mouse,Mouse-A,A,8,16.1071,58.8421,0.2737342821,59.5458823529,0.6435355923,0.68932
